# Fix print output for fix def
"Strain,Stess in X,Stress in Y,Strees in z"	
"0.189300000000002 , 25.7932829171799 , 23.9896541157032 , 36.5809227314084"		
"0.189400000000002 , 24.2493249989069 , 22.4872701390611 , 33.1142331077363"		
"0.189500000000002 , 22.9200491222214 , 21.2379787277831 , 30.055450072496"		
"0.189600000000002 , 21.2221535376124 , 19.6390154745566 , 26.6719332637293"		
"0.189700000000002 , 19.5295187923289 , 18.1446194008855 , 23.3500621568445"		
"0.189800000000002 , 17.7615032103062 , 16.5847217548779 , 20.412661828261"		
"0.189900000000002 , 15.4661084517892 , 14.3683877764966 , 16.8932043911791"		
"0.190000000000002 , 13.2495733569548 , 12.1931942871907 , 13.8398420433619"		
"0.190100000000002 , 10.5316434068766 , 9.50345648147219 , 10.0444601915464"		
"0.190200000000002 , 7.60930071750889 , 6.8935475878979 , 5.83337819967918"		
"0.190300000000002 , 4.38922803121848 , 3.59058137450759 , 1.2456127043119"		
"0.190400000000002 , 1.06230868076135 , 0.552435332377764 , -3.25702716087813"		
"0.190500000000002 , -2.7700350695296 , -3.02539730497388 , -8.23988503235622"		
"0.190600000000002 , -6.13447589038758 , -6.94696706750939 , -12.8847720767289"		
"0.190700000000002 , -10.2591782375755 , -10.8411035981193 , -18.4527766332888"		
"0.190800000000002 , -14.6971722252245 , -15.2083753226207 , -23.6951923061342"		
"0.190900000000002 , -18.9773931031919 , -19.7002447405836 , -29.0620736859823"		
"0.191000000000002 , -23.2748518384034 , -23.9749468818269 , -33.9366485926918"		
"0.191100000000002 , -26.9135610524981 , -27.5455551561657 , -37.6997733590821"		
"0.191200000000002 , -29.7231675480767 , -30.4257483111996 , -40.6347474333606"		
"0.191300000000002 , -31.4316574903378 , -31.8813882265884 , -42.3260768873603"		
"0.191400000000002 , -31.2240981150412 , -32.0844733552146 , -41.9424500376274"		
"0.191500000000002 , -30.3301940564092 , -30.938648269341 , -41.0684416719882"		
"0.191600000000002 , -29.2965295390114 , -29.9702169678134 , -39.8345932029302"		
"0.191700000000002 , -28.1615944286519 , -28.4364877093031 , -38.3498492953179"		
"0.191800000000002 , -25.9492087595533 , -26.3484801102487 , -36.7036608479446"		
"0.191900000000002 , -23.9026467751331 , -24.1686170959775 , -34.9354678589792"		
"0.192000000000002 , -22.01701467531 , -22.0447124959924 , -32.950938135972"		
"0.192100000000002 , -19.64480374165 , -19.8066156702687 , -30.1496467047666"		
"0.192200000000002 , -17.1886182864194 , -17.9082597171923 , -27.0570045587845"		
"0.192300000000002 , -14.2577123582965 , -15.0249458860308 , -23.6553083618062"		
"0.192400000000002 , -10.9103916676051 , -11.7326766234833 , -19.4941190904092"		
"0.192500000000002 , -7.75321153261574 , -8.80108471623427 , -15.1393324658924"		
"0.192600000000002 , -4.46265509209395 , -5.53799641595244 , -10.0891564078985"		
"0.192700000000002 , -1.71065060829256 , -2.58113700768683 , -6.02809683353978"		
"0.192800000000002 , 1.06959201264571 , 0.702155913471141 , -1.46388645604131"		
"0.192900000000002 , 3.90088282409607 , 3.7477807091235 , 2.64909165484424"		
"0.193000000000002 , 6.70036148932564 , 6.80563735001827 , 7.01460185189404"		
"0.193100000000002 , 9.61816603871321 , 9.13500208704078 , 11.4413005878436"		
"0.193200000000002 , 11.4816958122388 , 11.1655589747664 , 14.1729154197739"		
"0.193300000000002 , 13.1280424153995 , 12.8193766634138 , 17.1954950178549"		
"0.193400000000002 , 13.7446237038687 , 13.6700845596713 , 19.3552154683928"		
"0.193500000000002 , 15.3325104056396 , 14.502469131978 , 21.3044026548989"		
"0.193600000000002 , 16.2462225169154 , 15.6360317525171 , 23.3357532023757"		
"0.193700000000002 , 17.4416436956932 , 16.6279336006042 , 24.6898845440574"		
"0.193800000000002 , 18.2123675190124 , 17.5775106311976 , 26.2379765516062"		
"0.193900000000002 , 18.5254462367086 , 17.2949050863422 , 27.0798778104744"		
"0.194000000000002 , 19.2459699622187 , 18.0353029613516 , 27.9960980819281"		
"0.194100000000002 , 19.2190484994629 , 18.406472228744 , 28.3570355876778"		
"0.194200000000002 , 19.2885241474636 , 18.5591720400557 , 28.2585400967028"		
"0.194300000000002 , 19.4241455158756 , 18.8186630666112 , 28.8581062207068"		
"0.194400000000002 , 19.4348075225316 , 18.9208451349647 , 28.5394200396765"		
"0.194500000000002 , 19.2357717268162 , 18.7456061774031 , 28.1870544378494"		
"0.194600000000002 , 18.7448708733697 , 18.2988949185657 , 27.134058274462"		
"0.194700000000002 , 18.6314816093129 , 17.7608569036239 , 26.254346904797"		
"0.194800000000002 , 18.068215682625 , 17.4530624431911 , 25.3495025127936"		
"0.194900000000002 , 17.6762630781587 , 16.7513267052871 , 24.5037968874673"		
"0.195000000000002 , 16.9582559516766 , 16.0309114874901 , 23.0283354101539"		
"0.195100000000002 , 16.7374046977437 , 15.8932330977382 , 22.3519770758411"		
"0.195200000000002 , 15.9690127987839 , 15.2203663635172 , 20.7246212975189"		
"0.195300000000002 , 15.00062325218 , 14.5193529323503 , 19.5758561016441"		
"0.195400000000002 , 13.9893328220766 , 13.2152158196278 , 17.9578042808885"		
"0.195500000000002 , 12.8794769252128 , 12.2220120224066 , 15.972823512713"		
"0.195600000000002 , 11.9392219512785 , 10.9331180290933 , 14.3508031115506"		
"0.195700000000002 , 9.65860388509158 , 8.74962785982052 , 11.7456731096282"		
"0.195800000000002 , 8.36977445736056 , 7.47779934890098 , 9.83408023179788"		
"0.195900000000002 , 5.9176992027949 , 5.07146059286205 , 6.8735093509375"		
"0.196000000000002 , 3.82753891960886 , 2.75601413588163 , 3.62467388462074"		
"0.196100000000002 , 1.55493232079808 , 0.52250712206226 , 0.695359826767568"		
"0.196200000000002 , -1.05950311975934 , -1.89597882599773 , -2.53831118030086"		
"0.196300000000002 , -3.90300264475107 , -4.96251684496582 , -6.32690810338088"		
"0.196400000000002 , -5.99981121039752 , -7.17085406656309 , -9.78719974065087"		
"0.196500000000002 , -8.46576899137869 , -9.77116018588818 , -12.897833756889"		
"0.196600000000002 , -10.6428512255521 , -11.9138027094195 , -15.8089837385382"		
"0.196700000000002 , -12.2138115338343 , -13.3597822904132 , -17.8443754516456"		
"0.196800000000002 , -13.6918322115334 , -15.0835884582697 , -20.2562226896732"		
"0.196900000000002 , -15.3631862118809 , -16.4232690188621 , -22.1772207207638"		
"0.197000000000002 , -16.0812764444815 , -17.2104979853468 , -23.2977016519293"		
"0.197100000000002 , -16.7195490153092 , -18.1426565135001 , -24.4193369630589"		
"0.197200000000002 , -17.555335729613 , -18.2958951443688 , -25.1893290845366"		
"0.197300000000002 , -17.5104180029921 , -18.3038787379488 , -25.2331653251394"		
"0.197400000000002 , -17.5335225282209 , -18.4110748472651 , -25.0885138808128"		
"0.197500000000002 , -17.2212697393851 , -17.632575438134 , -24.960222914272"		
"0.197600000000002 , -16.2159528702724 , -16.6656745843706 , -24.0129589212429"		
"0.197700000000002 , -15.2810757002318 , -15.8225394238792 , -22.8950083436249"		
"0.197800000000002 , -13.7452383935254 , -14.0165448625413 , -21.0629408448689"		
"0.197900000000002 , -12.5448098901725 , -13.0061056365993 , -19.5369142841136"		
"0.198000000000002 , -10.6741841191732 , -11.08092288959 , -17.3341145691992"		
"0.198100000000002 , -9.10920029926652 , -9.23019877313299 , -14.645679169145"		
"0.198200000000002 , -7.32245008730378 , -7.59140851168348 , -11.8868126125478"		
"0.198300000000002 , -5.66056602424393 , -5.76707903155899 , -9.64319793629188"		
"0.198400000000002 , -3.98667012491259 , -4.21447462160953 , -7.03548691690462"		
"0.198500000000002 , -1.8790268805648 , -2.26858949973889 , -4.19627789447372"		
"0.198600000000002 , 0.122043950041081 , -0.254779845892549 , -1.50034461999295"		
"0.198700000000002 , 1.37169039998923 , 1.18346812284547 , 0.736347887238666"		
"0.198800000000002 , 2.76138663786938 , 3.04918916569514 , 3.12562295534587"		
"0.198900000000002 , 4.5492140294512 , 4.20925207036727 , 5.27332343542531"		
"0.199000000000002 , 5.74895514702012 , 5.51093536794069 , 7.39477127218309"		
"0.199100000000002 , 6.78686698588528 , 6.66654478825737 , 8.86792067395066"		
"0.199200000000002 , 7.4322819993958 , 7.61643982666104 , 10.6597323074574"		
"0.199300000000002 , 8.28883005632905 , 8.70486073131922 , 11.7806131865178"		
"0.199400000000002 , 9.52372422822445 , 9.18869299813284 , 12.9037885043304"		
"0.199500000000002 , 10.4544638030703 , 10.1886613318562 , 14.1495951623633"		
"0.199600000000002 , 11.0507863597924 , 11.1625661474632 , 15.0605690442884"		
"0.199700000000002 , 12.1916120093257 , 11.8300300580846 , 16.4625817921272"		
"0.199800000000002 , 12.7268716335296 , 12.3341259381587 , 17.4670166035761"		
"0.199900000000002 , 13.0304957490389 , 12.7064706206526 , 17.804424969764"		
"0.200000000000002 , 13.2093966021868 , 12.9474120934096 , 17.965703132288"		
"0.200100000000002 , 12.8901212450821 , 12.9085881181051 , 18.1348475973049"		
"0.200200000000002 , 13.3619292785561 , 12.900930602314 , 18.5603127435429"		
"0.200300000000002 , 13.037025747563 , 12.7580712554215 , 18.0102080153043"		
"0.200400000000002 , 12.8669755348584 , 12.521352026461 , 18.2438115859202"		
"0.200500000000002 , 12.7691145279012 , 12.0251316357991 , 17.6606847090165"		
"0.200600000000002 , 12.4867634743971 , 11.8554757937378 , 17.4611686586715"		
"0.200700000000002 , 11.763382713667 , 11.1922991163562 , 16.9071733048006"		
"0.200800000000002 , 11.6164693526884 , 10.972431681562 , 16.3290011562487"		
"0.200900000000002 , 10.2619720842009 , 9.63408099301509 , 14.9987021777675"		
"0.201000000000002 , 9.99577360283603 , 9.07937009110836 , 14.101877669475"		
"0.201100000000002 , 8.47823790156099 , 7.97732717451133 , 12.4909598801273"		
"0.201200000000002 , 7.43578395554059 , 7.14492954173095 , 11.0505621341858"		
"0.201300000000002 , 6.69604812939341 , 5.70745269501759 , 10.0627729737939"		
"0.201400000000002 , 5.2683708850884 , 4.4624131150897 , 8.38738968842664"		
"0.201500000000002 , 4.08624933578802 , 3.52990287836416 , 6.55576954644212"		
"0.201600000000002 , 2.90511789675956 , 2.193762307794 , 4.68334498292613"		
"0.201700000000002 , 1.72010920040028 , 1.36855901848337 , 3.33905719306265"		
"0.201800000000002 , 0.64161244841567 , -0.126250429857496 , 1.65298152528006"		
"0.201900000000002 , -0.301122770353871 , -1.37277006298116 , -0.332188683799874"		
"0.202000000000002 , -1.18718739663166 , -2.17374612702736 , -1.76961052293048"		
"0.202100000000002 , -2.18906053964064 , -3.61004869018544 , -3.71387102314826"		
"0.202200000000002 , -3.11525587867012 , -4.56940047281921 , -4.92313199105367"		
"0.202300000000002 , -4.18764529663702 , -5.20792178020725 , -6.31387079507254"		
"0.202400000000002 , -5.75492384233626 , -5.95173316952967 , -8.22727331651069"		
"0.202500000000002 , -6.01636627417196 , -6.41986388095985 , -8.70638215356407"		
"0.202600000000002 , -6.96676815441894 , -6.90858049116968 , -9.9208272140108"		
"0.202700000000002 , -7.571977111898 , -8.29063596676915 , -11.5265172112256"		
"0.202800000000002 , -7.93613852018977 , -8.80149884624887 , -11.8043585212074"		
"0.202900000000002 , -8.65895937327879 , -9.20808123837721 , -13.0395031066409"		
"0.203000000000002 , -9.01037583455289 , -9.30290102255022 , -13.4108711249577"		
"0.203100000000002 , -8.83386996804583 , -9.18401909254721 , -12.9903354143232"		
"0.203200000000002 , -9.03814729871854 , -9.10298329575329 , -13.3757014554372"		
"0.203300000000002 , -8.54105015117631 , -8.62329371217297 , -12.8851951942906"		
"0.203400000000002 , -7.37512782779772 , -7.70868518474614 , -11.7887764232186"		
"0.203500000000002 , -6.77276300043196 , -7.18149913064712 , -10.8305847150232"		
"0.203600000000002 , -6.12289887078539 , -6.15499322526875 , -9.68704410974698"		
"0.203700000000002 , -5.41298653487704 , -5.7413176399989 , -8.82428211832267"		
"0.203800000000002 , -4.91988470180491 , -4.68776569141282 , -7.82264568174665"		
"0.203900000000002 , -3.98025752070375 , -3.99893823110015 , -6.22424974737209"		
"0.204000000000002 , -3.27130884546033 , -3.09560138259812 , -5.34912835283886"		
"0.204100000000002 , -2.18566077279525 , -2.42067419633865 , -3.81678447298403"		
"0.204200000000002 , -1.44945270949365 , -1.41165486345229 , -2.83229667398999"		
"0.204300000000002 , -0.830388580767528 , -1.04683463022051 , -0.953155351710641"		
"0.204400000000002 , -0.430948207807193 , -0.496810588388609 , -0.489961661912957"		
"0.204500000000002 , 0.237063447299777 , 0.26608930399722 , 0.754209263012059"		
"0.204600000000002 , 1.4799310568014 , 1.36457594675403 , 2.189214047511"		
"0.204700000000002 , 2.02225068392186 , 1.79591233386857 , 3.10421884936142"		
"0.204800000000002 , 2.92587473336795 , 2.26406623099351 , 4.25902592268433"		
"0.204900000000002 , 3.41676171189448 , 2.87136244735887 , 5.16968264047907"		
"0.205000000000002 , 3.7769446801684 , 3.3313866485408 , 6.31652139745649"		
"0.205100000000002 , 4.26119448521953 , 3.9064077390726 , 7.6002048473835"		
"0.205200000000002 , 5.17844218703829 , 4.73153701813319 , 8.27964577968898"		
"0.205300000000002 , 5.785343587508 , 5.1171981985846 , 8.75198309915213"		
"0.205400000000002 , 6.45645088352575 , 5.89733124920065 , 9.86267625878564"		
"0.205500000000002 , 6.79506321144632 , 5.92815754151378 , 10.131596721309"		
"0.205600000000002 , 6.90860219540245 , 6.47099062032224 , 10.718527637588"		
"0.205700000000002 , 6.81613883307085 , 6.5469804924933 , 11.1719359655208"		
"0.205800000000002 , 7.29915763630186 , 6.39460561372158 , 11.0033863302209"		
"0.205900000000002 , 7.04031749968842 , 6.57469807649647 , 10.8525993096067"		
"0.206000000000002 , 6.922992942405 , 6.40948038082761 , 10.5183008900748"		
"0.206100000000002 , 6.66140434929958 , 6.05837701032031 , 10.662862174135"		
"0.206200000000002 , 6.26441680664644 , 5.740105546831 , 10.459102109011"		
"0.206300000000002 , 6.09525867934644 , 6.0467677171112 , 9.7766672158998"		
"0.206400000000002 , 5.61678688855462 , 5.36605573567457 , 9.19270624947"		
"0.206500000000002 , 5.18681179910374 , 5.14532073796353 , 8.84978858289067"		
"0.206600000000002 , 4.44672943267538 , 4.47194500418591 , 7.7230262618661"		
"0.206700000000002 , 4.52901499796028 , 4.16498051257023 , 7.40056266588867"		
"0.206800000000002 , 3.80966237138906 , 3.51725534697216 , 6.31371100496846"		
"0.206900000000002 , 2.69439894240943 , 2.48157546174923 , 5.13095414382773"		
"0.207000000000002 , 2.33998107025931 , 1.71972767184784 , 4.08012645822743"		
"0.207100000000002 , 1.3863508425953 , 0.709626519522992 , 3.20363112566929"		
"0.207200000000002 , 1.03768317225791 , 0.350767486208487 , 2.44759151617985"		
"0.207300000000002 , 0.140265811729451 , 0.0620501658903674 , 1.74185220665289"		
"0.207400000000002 , -0.125190317169117 , -0.930169795677364 , 0.311967529112476"		
"0.207500000000002 , -0.750688314883494 , -1.5233198917615 , -0.686495461748865"		
"0.207600000000002 , -0.899253623925221 , -1.95231413239468 , -1.43800063269358"		
"0.207700000000002 , -1.90714251289326 , -2.3351233485693 , -2.29265484023554"		
"0.207800000000002 , -2.72791171198265 , -2.95092399751453 , -3.11097373607835"		
"0.207900000000002 , -3.16811048743275 , -3.47699239885375 , -4.19118966040718"		
"0.208000000000002 , -3.81459650318262 , -4.25639704544046 , -5.33993248323003"		
"0.208100000000002 , -4.35705617996151 , -4.41026974668972 , -6.34694901365981"		
"0.208200000000002 , -4.71153510796699 , -4.85317972784631 , -6.69927379725904"		
"0.208300000000002 , -5.06185973719114 , -5.37573172271726 , -7.06803210422555"		
"0.208400000000002 , -5.053757070937 , -4.88865220021491 , -7.20702275559784"		
"0.208500000000002 , -5.25573598964127 , -4.94775394065168 , -7.78689843145381"		
"0.208600000000002 , -5.70485118803626 , -5.32666014139712 , -8.01163597884216"		
"0.208700000000002 , -5.49201576410682 , -5.55315966978347 , -8.02693848197405"		
"0.208800000000002 , -5.27681835439062 , -5.37930117369668 , -7.658449863092"		
"0.208900000000002 , -5.43008653517226 , -5.22961753494747 , -7.66977891958417"		
"0.209000000000002 , -4.84533038637046 , -4.96312014743946 , -7.21825032887275"		
"0.209100000000002 , -4.75642763503179 , -4.49349100649309 , -6.75974234616273"		
"0.209200000000002 , -4.34600294394833 , -4.59154905180737 , -6.60777437756032"		
"0.209300000000002 , -4.04006274606625 , -4.19249295816129 , -6.3028126212239"		
"0.209400000000002 , -3.57822079467609 , -3.96314748319833 , -5.28210278866945"		
"0.209500000000002 , -3.19196950346309 , -3.34020333197821 , -4.77080824510394"		
"0.209600000000002 , -2.76578377760081 , -3.11054224051769 , -3.81582103010783"		
"0.209700000000002 , -1.44739545185403 , -1.85750647843928 , -2.3807903128653"		
"0.209800000000002 , -1.2991408706198 , -1.53140103840261 , -1.86976124270206"		
"0.209900000000002 , -0.862764325912562 , -0.884285312616008 , -0.535697134473519"		
"0.210000000000002 , -0.220528284307801 , -0.439820108143212 , -0.166949997562243"		
"0.210100000000002 , 0.433236937713817 , 0.371440630500518 , 0.754326966298372"		
"0.210200000000002 , 1.25766180121776 , 1.05514275814892 , 1.85102389509022"		
"0.210300000000002 , 1.69558428758409 , 1.38976355341962 , 2.47892028595268"		
"0.210400000000002 , 2.3450907623454 , 2.17246401513515 , 3.6877285815171"		
"0.210500000000002 , 2.66741521631252 , 2.62567595799675 , 4.23984728294633"		
"0.210600000000002 , 2.81347799663901 , 2.59908082960045 , 4.82968006874865"		
"0.210700000000002 , 3.40609237941958 , 2.9344637020169 , 5.08250947684281"		
"0.210800000000002 , 3.94594630229536 , 3.49456960753388 , 6.25134053307954"		
"0.210900000000002 , 4.02468150157475 , 3.84142597194121 , 6.25657532788476"		
"0.211000000000002 , 4.41358522595802 , 3.59393127247019 , 7.02795087622247"		
